1709541793.894088,0
1709541793.916893,1
1709541793.941374,10
1709541793.962865,11
1709541793.986746,14
1709541794.004730,20
1709541794.024283,25
1709541794.053642,31
1709541794.074412,40
1709541794.108889,51
1709541794.132425,59
1709541794.178332,69
1709541794.197585,74
1709541794.214926,83
1709541794.240480,88
1709541794.278712,100
1709541794.296252,100
1709541794.337551,100
1709541794.408268,96
1709541794.433730,100
1709541794.453389,100
1709541794.475639,99
1709541794.497896,100
1709541794.515618,100
1709541794.536197,100
1709541794.560425,100
1709541794.585360,99
1709541794.613631,100
1709541794.647419,100
1709541794.701186,93
1709541794.723964,95
1709541794.745905,94
1709541794.774258,93
1709541794.827064,91
1709541794.959507,91
1709541794.987997,100
1709541795.013855,99
1709541795.044075,100
1709541795.071714,100
1709541795.112626,96
1709541795.166103,92
1709541795.210083,88
1709541795.263430,75
1709541795.314326,72
1709541795.365852,71
1709541795.416523,78
1709541795.453990,80
1709541795.485596,79
1709541795.511108,86
1709541795.550227,85
1709541795.578770,83
1709541795.648924,80
1709541795.696746,87
1709541795.716539,86
1709541795.741853,88
1709541795.764814,91
1709541795.796876,96
1709541795.826189,100
1709541795.911912,98
1709541795.940226,96
1709541795.957852,99
1709541795.979011,98
1709541796.012334,97
1709541796.041227,94
1709541796.063800,95
1709541796.085287,95
1709541796.116880,94
1709541796.146730,93
1709541796.169303,92
1709541796.192736,91
1709541796.233292,91
1709541796.255952,92
1709541796.325071,89
1709541796.347836,89
1709541796.371106,89
1709541796.392595,87
1709541796.412989,88
1709541796.464081,86
1709541796.484776,88
1709541796.509809,87
1709541796.544479,86
1709541796.570870,86
1709541796.589442,87
1709541796.612351,80
1709541796.642492,81
1709541796.666705,77
1709541796.724845,71
1709541796.744213,64
1709541796.764258,56
1709541796.784431,58
1709541796.803370,55
1709541796.820833,51
1709541796.858307,49
1709541796.910596,48
1709541796.931043,50
1709541796.957799,50
1709541796.981857,49
1709541796.998860,50
1709541797.020401,50
1709541797.045707,51
1709541797.062144,50
1709541797.086231,50
1709541797.141353,51
1709541797.161184,50
1709541797.238644,48
1709541797.269195,50
1709541797.313119,51
1709541797.377195,50
1709541797.446096,49
1709541797.511854,50
1709541797.563194,54
1709541797.629570,55
1709541797.726085,54
1709541797.768595,57
1709541797.842889,53
1709541797.881167,51
1709541797.916269,52
1709541797.963326,54
1709541798.023056,49
1709541798.089137,52
1709541798.209059,50
1709541798.253597,53
1709541798.271992,53
1709541798.325606,54
1709541798.381278,51
1709541798.408386,55
1709541798.474032,57
1709541798.532664,55
1709541798.552880,58
1709541798.575330,57
1709541798.628088,57
1709541798.681821,55
1709541798.699709,57
1709541798.718714,56
1709541798.751720,57
1709541798.778270,55
1709541798.841275,57
1709541798.857833,55
1709541798.898099,50
1709541798.923903,56
1709541798.943610,56
1709541798.998679,54
1709541799.051716,57
1709541799.087968,55
1709541799.112111,58
1709541799.167887,52
1709541799.221099,56
1709541799.283375,55
1709541799.319973,56
1709541799.351953,54
1709541799.385295,55
1709541799.410036,57
1709541799.478230,55
1709541799.501591,55
1709541799.547054,56
1709541799.637722,56
1709541799.662157,56
1709541799.694742,57
1709541799.750138,58
1709541799.811467,56
1709541799.856460,57
1709541799.915781,54
1709541799.956928,56
1709541799.981572,57
1709541800.012980,56
1709541800.108055,57
1709541800.144081,58
1709541800.196507,58
1709541800.252030,55
1709541800.283731,59
1709541800.339089,54
1709541800.393319,58
1709541800.409941,58
1709541800.432172,58
1709541800.453225,59
1709541800.519914,56
1709541800.577403,57
1709541800.622229,55
1709541800.690141,60
1709541800.711167,60
1709541800.732224,60
1709541800.757031,60
1709541800.785102,60
1709541800.835687,58
1709541800.869908,56
1709541800.895141,58
1709541800.935234,60
1709541800.973526,59
1709541801.039274,58
1709541801.064261,60
1709541801.116574,59
1709541801.166508,57
1709541801.186028,59
1709541801.228994,56
1709541801.254778,61
1709541801.274481,62
1709541801.298097,61
1709541801.388765,60
1709541801.442772,59
1709541801.464163,62
1709541801.508037,61
1709541801.542357,62
1709541801.559445,62
1709541801.604454,63
1709541801.636269,64
1709541801.688190,62
1709541801.710562,63
1709541801.735958,64
1709541801.792828,64
1709541801.853851,61
1709541801.885889,63
1709541801.908194,63
1709541801.968918,58
1709541801.991996,62
1709541802.015416,62
1709541802.038263,61
1709541802.106988,57
1709541802.141630,62
1709541802.177619,62
1709541802.196751,64
1709541802.239364,62
1709541802.274852,60
1709541802.291646,62
1709541802.309762,62
1709541802.372344,62
1709541802.403585,62
1709541802.423941,62
1709541802.443656,62
1709541802.464063,61
1709541802.500962,60
1709541802.563449,60
1709541802.585059,62
1709541802.604971,61
1709541802.627384,62
1709541802.648439,62
1709541802.695785,62
1709541802.730700,62
1709541802.754279,62
1709541802.788105,61
1709541802.810820,63
1709541802.848457,60
1709541802.907946,63
1709541802.934274,64
1709541802.996323,62
1709541803.030730,64
1709541803.081105,63
1709541803.106964,62
1709541803.147624,59
1709541803.181855,64
1709541803.211722,62
1709541803.254722,63
1709541803.280209,62
1709541803.304970,62
