1709985335.963558,0
1709985336.039875,0
1709985336.064748,13
1709985336.139223,15
1709985336.159866,40
1709985336.186296,53
1709985336.214571,61
1709985336.235755,73
1709985336.255052,81
1709985336.276061,88
1709985336.298462,99
1709985336.324115,100
1709985336.350603,100
1709985336.373318,100
1709985336.399731,100
1709985336.425088,98
1709985336.481701,99
1709985336.500589,100
1709985336.524581,100
1709985336.552711,100
1709985336.577506,100
1709985336.610695,99
1709985336.628020,100
1709985336.652081,99
1709985336.676127,99
1709985336.699134,96
1709985336.722930,98
1709985336.743825,98
1709985336.764395,96
1709985336.785995,98
1709985336.812441,95
1709985336.839525,97
1709985336.861145,99
1709985336.883341,100
1709985336.907874,100
1709985336.929874,100
1709985336.954043,96
1709985336.981645,97
1709985337.002856,99
1709985337.033587,98
1709985337.050632,100
1709985337.072991,95
1709985337.090939,96
1709985337.113898,97
1709985337.132157,97
1709985337.159056,100
1709985337.234313,100
1709985337.254577,97
1709985337.315462,96
1709985337.367658,95
1709985337.394348,95
1709985337.414308,100
1709985337.441841,95
1709985337.473712,99
1709985337.503527,100
1709985337.526987,98
1709985337.547395,98
1709985337.568012,99
1709985337.584506,99
1709985337.607105,97
1709985337.624860,95
1709985337.681958,96
1709985337.717641,97
1709985337.765127,94
1709985337.841733,89
1709985337.890092,93
1709985337.909269,97
1709985337.948262,94
1709985338.020855,96
1709985338.054207,93
1709985338.089064,91
1709985338.127645,87
1709985338.205535,87
1709985338.239527,84
1709985338.288086,84
1709985338.317841,87
1709985338.422048,93
1709985338.458086,99
1709985338.525978,92
1709985338.581302,100
1709985338.601926,99
1709985338.624732,94
1709985338.649781,84
1709985338.668563,81
1709985338.692528,79
1709985338.710742,77
1709985338.727921,74
1709985338.747561,69
1709985338.770226,61
1709985338.788085,62
1709985338.813720,59
1709985338.850911,57
1709985338.890494,57
1709985338.912148,55
1709985338.933618,55
1709985338.954892,54
1709985338.976043,53
1709985339.002712,52
1709985339.030806,53
1709985339.054758,54
1709985339.077102,52
1709985339.103512,51
1709985339.127512,51
1709985339.149355,48
1709985339.167584,48
1709985339.187523,49
1709985339.204586,49
1709985339.222975,51
1709985339.247821,46
1709985339.269497,49
1709985339.288328,47
1709985339.306263,48
1709985339.325423,49
1709985339.344144,51
1709985339.378304,51
1709985339.398205,51
1709985339.419237,51
1709985339.440009,50
1709985339.476170,46
1709985339.495204,50
1709985339.522965,51
1709985339.556699,52
1709985339.576236,53
1709985339.598897,53
1709985339.633851,52
1709985339.664919,53
1709985339.681921,54
1709985339.703140,53
1709985339.726730,53
1709985339.746956,54
1709985339.769091,53
1709985339.788754,52
1709985339.826351,50
1709985339.864614,51
1709985339.902311,52
1709985339.934379,55
1709985339.957457,55
1709985340.050711,52
1709985340.095393,54
1709985340.124055,53
1709985340.148133,55
1709985340.185576,54
1709985340.216182,56
1709985340.262954,57
1709985340.292980,58
1709985340.317404,57
1709985340.339527,58
1709985340.361376,59
1709985340.381320,59
1709985340.405581,59
1709985340.430866,58
1709985340.461071,59
1709985340.482436,60
1709985340.505262,59
1709985340.529899,59
1709985340.551060,60
1709985340.571058,60
1709985340.589219,60
1709985340.611035,62
1709985340.629814,61
1709985340.655066,63
1709985340.684102,62
1709985340.706757,63
1709985340.732409,61
1709985340.755852,62
1709985340.774275,63
1709985340.797617,62
1709985340.818176,63
1709985340.840230,62
1709985340.863351,63
1709985340.887131,63
1709985340.908046,65
1709985340.929202,64
1709985340.948723,63
1709985340.974510,65
1709985341.001626,65
1709985341.022242,66
1709985341.046012,65
1709985341.071732,65
1709985341.090893,66
1709985341.112085,66
1709985341.132769,67
1709985341.161041,66
1709985341.180327,68
1709985341.199688,68
1709985341.219115,67
1709985341.239867,67
1709985341.259608,67
1709985341.279454,67
1709985341.301757,69
1709985341.324135,67
1709985341.351676,69
1709985341.370053,68
1709985341.386946,70
1709985341.407735,71
1709985341.432946,72
1709985341.454343,71
1709985341.475185,71
1709985341.495525,71
1709985341.523131,71
1709985341.549187,71
1709985341.572136,69
1709985341.596623,71
1709985341.614305,72
1709985341.637667,72
1709985341.664671,71
1709985341.684546,72
1709985341.712266,71
1709985341.733561,72
1709985341.764613,73
1709985341.787866,73
1709985341.814533,72
1709985341.844444,72
1709985341.865120,73
1709985341.886261,74
1709985341.909149,74
1709985341.930578,75
1709985341.950213,75
1709985341.987844,77
1709985342.011948,75
1709985342.034131,74
1709985342.117555,75
1709985342.141333,77
1709985342.201350,72
1709985342.235012,75
1709985342.259337,76
1709985342.279380,77
1709985342.307712,77
1709985342.339571,78
1709985342.385070,78
1709985342.445142,79
1709985342.467915,81
1709985342.489995,81
1709985342.518581,80
1709985342.540724,81
1709985342.559868,81
1709985342.582338,80
1709985342.613552,79
1709985342.635969,82
1709985342.656761,82
1709985342.675239,82
1709985342.695095,81
1709985342.713805,80
1709985342.734946,81
1709985342.751399,81
1709985342.771151,81
1709985342.788589,81
1709985342.812709,80
1709985342.837906,82
1709985342.862408,82
1709985342.884145,81
1709985342.903477,81
1709985342.922690,81
1709985342.941428,83
1709985342.960968,83
1709985342.982471,82
1709985343.003463,81
1709985343.022743,82
1709985343.056012,84
1709985343.080172,83
1709985343.100664,82
1709985343.123893,85
1709985343.145153,86
1709985343.171043,86
1709985343.196333,84
1709985343.224676,83
1709985343.242478,85
1709985343.265588,85
1709985343.290100,84
1709985343.311665,84
1709985343.331909,83
1709985343.351807,84
1709985343.372069,86
1709985343.403219,85
1709985343.422258,85
1709985343.450549,85
1709985343.473869,88
1709985343.496209,89
1709985343.521862,86
1709985343.543396,85
1709985343.578171,87
1709985343.598146,87
1709985343.618435,87
1709985343.664932,83
1709985343.735436,88
1709985343.754623,89
1709985343.780834,87
1709985343.805780,90
1709985343.831343,90
1709985343.856860,88
1709985343.877478,92
1709985343.899138,91
1709985343.918957,89
1709985343.948791,90
1709985343.967309,91
1709985343.988804,91
1709985344.012072,92
1709985344.038842,89
1709985344.061840,93
1709985344.080215,93
1709985344.098234,93
1709985344.120160,93
1709985344.138476,92
1709985344.159309,93
1709985344.183922,94
